column,value,count,share_pct
Loan ID,L013430,1,0.002
Loan ID,L013431,1,0.002
Loan ID,L013432,1,0.002
Loan ID,L013433,1,0.002
Loan ID,L013434,1,0.002
Loan ID,L013435,1,0.002
Loan ID,L013436,1,0.002
Loan ID,L013437,1,0.002
Loan ID,L013438,1,0.002
Loan ID,L013439,1,0.002
Loan ID,L013440,1,0.002
Loan ID,L013441,1,0.002
Loan ID,L013442,1,0.002
Loan ID,L013443,1,0.002
Loan ID,L013444,1,0.002
Loan ID,L013445,1,0.002
Loan ID,L013446,1,0.002
Loan ID,L013447,1,0.002
Loan ID,L013448,1,0.002
Loan ID,L013449,1,0.002
Loan ID,L013450,1,0.002
Loan ID,L013451,1,0.002
Loan ID,L013452,1,0.002
Loan ID,L013453,1,0.002
Loan ID,L013454,1,0.002
Loan ID,L013455,1,0.002
Loan ID,L013456,1,0.002
Loan ID,L013457,1,0.002
Loan ID,L013458,1,0.002
Loan ID,L013459,1,0.002
Loan ID,L013460,1,0.002
Loan ID,L013461,1,0.002
Loan ID,L013462,1,0.002
Loan ID,L013463,1,0.002
Loan ID,L013464,1,0.002
Loan ID,L013465,1,0.002
Loan ID,L013466,1,0.002
Loan ID,L013467,1,0.002
Loan ID,L013468,1,0.002
Loan ID,L013469,1,0.002
Loan ID,L013470,1,0.002
Loan ID,L013471,1,0.002
Loan ID,L013472,1,0.002
Loan ID,L013473,1,0.002
Loan ID,L013474,1,0.002
Loan ID,L013475,1,0.002
Loan ID,L013476,1,0.002
Loan ID,L013477,1,0.002
Loan ID,L013478,1,0.002
Loan ID,L013479,1,0.002
Loan ID,L013480,1,0.002
Loan ID,L013481,1,0.002
Loan ID,L013482,1,0.002
Loan ID,L013483,1,0.002
Loan ID,L013484,1,0.002
Loan ID,L013485,1,0.002
Loan ID,L013486,1,0.002
Loan ID,L013487,1,0.002
Loan ID,L013488,1,0.002
Loan ID,L013489,1,0.002
Loan ID,L013490,1,0.002
Loan ID,L013491,1,0.002
Loan ID,L013492,1,0.002
Loan ID,L013493,1,0.002
Loan ID,L013494,1,0.002
Loan ID,L013495,1,0.002
Loan ID,L013496,1,0.002
Loan ID,L013497,1,0.002
Loan ID,L013498,1,0.002
Loan ID,L013499,1,0.002
Loan ID,L013500,1,0.002
Loan ID,L013501,1,0.002
Loan ID,L013502,1,0.002
Loan ID,L013503,1,0.002
Loan ID,L013504,1,0.002
Loan ID,L013505,1,0.002
Loan ID,L013506,1,0.002
Loan ID,L013507,1,0.002
Loan ID,L013508,1,0.002
Loan ID,L013509,1,0.002
Loan ID,L013510,1,0.002
Loan ID,L013511,1,0.002
Loan ID,L013512,1,0.002
Loan ID,L013513,1,0.002
Loan ID,L013514,1,0.002
Loan ID,L013515,1,0.002
Loan ID,L013516,1,0.002
Loan ID,L013517,1,0.002
Loan ID,L013518,1,0.002
Loan ID,L013519,1,0.002
Loan ID,L013520,1,0.002
Loan ID,L013521,1,0.002
Loan ID,L013522,1,0.002
Loan ID,L013523,1,0.002
Loan ID,L013524,1,0.002
Loan ID,L013525,1,0.002
Loan ID,L013526,1,0.002
Loan ID,L013527,1,0.002
Loan ID,L013528,1,0.002
Loan ID,L013529,1,0.002
Loan ID,L013530,1,0.002
Loan ID,L013531,1,0.002
Loan ID,L013532,1,0.002
Loan ID,L013533,1,0.002
Loan ID,L013534,1,0.002
Loan ID,L013535,1,0.002
Loan ID,L013536,1,0.002
Loan ID,L013537,1,0.002
Loan ID,L013538,1,0.002
Loan ID,L013539,1,0.002
Loan ID,L013540,1,0.002
Loan ID,L013541,1,0.002
Loan ID,L013542,1,0.002
Loan ID,L013543,1,0.002
Loan ID,L013544,1,0.002
Loan ID,L013545,1,0.002
Loan ID,L013546,1,0.002
Loan ID,L013547,1,0.002
Loan ID,L013548,1,0.002
Loan ID,L013549,1,0.002
Loan ID,L013550,1,0.002
Loan ID,L013551,1,0.002
Loan ID,L013552,1,0.002
Loan ID,L013553,1,0.002
Loan ID,L013554,1,0.002
Loan ID,L013555,1,0.002
Loan ID,L013556,1,0.002
Loan ID,L013557,1,0.002
Loan ID,L013558,1,0.002
Loan ID,L013559,1,0.002
Loan ID,L013560,1,0.002
Loan ID,L013561,1,0.002
Loan ID,L013562,1,0.002
Loan ID,L013563,1,0.002
Loan ID,L013564,1,0.002
Loan ID,L013565,1,0.002
Loan ID,L013566,1,0.002
Loan ID,L013567,1,0.002
Loan ID,L013568,1,0.002
Loan ID,L013569,1,0.002
Loan ID,L013570,1,0.002
Loan ID,L013571,1,0.002
Loan ID,L013572,1,0.002
Loan ID,L013573,1,0.002
Loan ID,L013574,1,0.002
Loan ID,L013575,1,0.002
Loan ID,L013576,1,0.002
Loan ID,L013577,1,0.002
Loan ID,L013578,1,0.002
Loan ID,L013579,1,0.002
Loan ID,L013580,1,0.002
Loan ID,L013581,1,0.002
Loan ID,L013582,1,0.002
Loan ID,L013583,1,0.002
Loan ID,L013584,1,0.002
Loan ID,L013585,1,0.002
Loan ID,L013586,1,0.002
Loan ID,L013587,1,0.002
Loan ID,L013588,1,0.002
Loan ID,L013589,1,0.002
Loan ID,L013590,1,0.002
Loan ID,L013591,1,0.002
Loan ID,L013592,1,0.002
Loan ID,L013593,1,0.002
Loan ID,L013594,1,0.002
Loan ID,L013595,1,0.002
Loan ID,L013596,1,0.002
Loan ID,L013597,1,0.002
Loan ID,L013598,1,0.002
Loan ID,L013599,1,0.002
Loan ID,L013600,1,0.002
Loan ID,L013601,1,0.002
Loan ID,L013602,1,0.002
Loan ID,L013603,1,0.002
Loan ID,L013604,1,0.002
Loan ID,L013605,1,0.002
Loan ID,L013606,1,0.002
Loan ID,L013607,1,0.002
Loan ID,L013608,1,0.002
Loan ID,L013609,1,0.002
Loan ID,L013610,1,0.002
Loan ID,L013611,1,0.002
Loan ID,L013612,1,0.002
Loan ID,L013613,1,0.002
Loan ID,L013614,1,0.002
Loan ID,L013615,1,0.002
Loan ID,L013616,1,0.002
Loan ID,L013617,1,0.002
Loan ID,L013618,1,0.002
Loan ID,L013619,1,0.002
Loan ID,L013620,1,0.002
Loan ID,L013621,1,0.002
Loan ID,L013622,1,0.002
Loan ID,L013623,1,0.002
Loan ID,L013624,1,0.002
Loan ID,L013625,1,0.002
Loan ID,L013626,1,0.002
Loan ID,L013627,1,0.002
Loan ID,L013628,1,0.002
Loan ID,L013629,1,0.002
Loan ID,L013630,1,0.002
Loan ID,L013631,1,0.002
Loan ID,L013632,1,0.002
Loan ID,L013633,1,0.002
Loan ID,L013634,1,0.002
Loan ID,L013635,1,0.002
Loan ID,L013636,1,0.002
Loan ID,L013637,1,0.002
Loan ID,L013638,1,0.002
Loan ID,L013639,1,0.002
Loan ID,L013640,1,0.002
Loan ID,L013641,1,0.002
Loan ID,L013642,1,0.002
Loan ID,L013643,1,0.002
Loan ID,L013644,1,0.002
Loan ID,L013645,1,0.002
Loan ID,L013646,1,0.002
Loan ID,L013647,1,0.002
Loan ID,L013648,1,0.002
Loan ID,L013649,1,0.002
Loan ID,L013650,1,0.002
Loan ID,L013651,1,0.002
Loan ID,L013652,1,0.002
Loan ID,L013653,1,0.002
Loan ID,L013654,1,0.002
Loan ID,L013655,1,0.002
Loan ID,L013656,1,0.002
Loan ID,L013657,1,0.002
Loan ID,L013658,1,0.002
Loan ID,L013659,1,0.002
Loan ID,L013660,1,0.002
Loan ID,L013661,1,0.002
Loan ID,L013662,1,0.002
Loan ID,L013663,1,0.002
Loan ID,L013664,1,0.002
Loan ID,L013665,1,0.002
Loan ID,L013666,1,0.002
Loan ID,L013667,1,0.002
Loan ID,L013668,1,0.002
Loan ID,L013669,1,0.002
Loan ID,L013670,1,0.002
Loan ID,L013671,1,0.002
Loan ID,L013672,1,0.002
Loan ID,L013673,1,0.002
Loan ID,L013674,1,0.002
Loan ID,L013675,1,0.002
Loan ID,L013676,1,0.002
Loan ID,L013677,1,0.002
Loan ID,L013678,1,0.002
Loan ID,L013679,1,0.002
Loan ID,L013680,1,0.002
Loan ID,L013681,1,0.002
Loan ID,L013682,1,0.002
Loan ID,L013683,1,0.002
Loan ID,L013684,1,0.002
Loan ID,L013685,1,0.002
Loan ID,L013686,1,0.002
Loan ID,L013687,1,0.002
Loan ID,L013688,1,0.002
Loan ID,L013689,1,0.002
Loan ID,L013690,1,0.002
Loan ID,L013691,1,0.002
Loan ID,L013692,1,0.002
Loan ID,L013693,1,0.002
Loan ID,L013694,1,0.002
Loan ID,L013695,1,0.002
Loan ID,L013696,1,0.002
Loan ID,L013697,1,0.002
Loan ID,L013698,1,0.002
Loan ID,L013699,1,0.002
Loan ID,L013700,1,0.002
Loan ID,L013701,1,0.002
Loan ID,L013702,1,0.002
Loan ID,L013703,1,0.002
Loan ID,L013704,1,0.002
Loan ID,L013705,1,0.002
Loan ID,L013706,1,0.002
Loan ID,L013707,1,0.002
Loan ID,L013708,1,0.002
Loan ID,L013709,1,0.002
Loan ID,L013710,1,0.002
Loan ID,L013711,1,0.002
Loan ID,L013712,1,0.002
Loan ID,L013713,1,0.002
Loan ID,L013714,1,0.002
Loan ID,L013715,1,0.002
Loan ID,L013716,1,0.002
Loan ID,L013717,1,0.002
Loan ID,L013718,1,0.002
Loan ID,L013719,1,0.002
Loan ID,L013720,1,0.002
Loan ID,L013721,1,0.002
Loan ID,L013722,1,0.002
Loan ID,L013723,1,0.002
Loan ID,L013724,1,0.002
Loan ID,L013725,1,0.002
Loan ID,L013726,1,0.002
Loan ID,L013727,1,0.002
Loan ID,L013728,1,0.002
Loan ID,L013729,1,0.002
Loan ID,L013730,1,0.002
Loan ID,L013731,1,0.002
Loan ID,L013732,1,0.002
Loan ID,L013733,1,0.002
Loan ID,L013734,1,0.002
Loan ID,L013735,1,0.002
Loan ID,L013736,1,0.002
Loan ID,L013737,1,0.002
Loan ID,L013738,1,0.002
Loan ID,L013739,1,0.002
Loan ID,L013740,1,0.002
Loan ID,L013741,1,0.002
Loan ID,L013742,1,0.002
Loan ID,L013743,1,0.002
Loan ID,L013744,1,0.002
Loan ID,L013745,1,0.002
Loan ID,L013746,1,0.002
Loan ID,L013747,1,0.002
Loan ID,L013748,1,0.002
Loan ID,L013749,1,0.002
Loan ID,L013750,1,0.002
Loan ID,L013751,1,0.002
Loan ID,L013752,1,0.002
Loan ID,L013753,1,0.002
Loan ID,L013754,1,0.002
Loan ID,L013755,1,0.002
Loan ID,L013756,1,0.002
Loan ID,L013757,1,0.002
Loan ID,L013758,1,0.002
Loan ID,L013759,1,0.002
Loan ID,L013760,1,0.002
Loan ID,L013761,1,0.002
Loan ID,L013762,1,0.002
Loan ID,L013763,1,0.002
Loan ID,L013764,1,0.002
Loan ID,L013765,1,0.002
Loan ID,L013766,1,0.002
Loan ID,L013767,1,0.002
Loan ID,L013768,1,0.002
Loan ID,L013769,1,0.002
Loan ID,L013770,1,0.002
Loan ID,L013771,1,0.002
Loan ID,L013772,1,0.002
Loan ID,L013773,1,0.002
Loan ID,L013774,1,0.002
Loan ID,L013775,1,0.002
Loan ID,L013776,1,0.002
Loan ID,L013777,1,0.002
Loan ID,L013778,1,0.002
Loan ID,L013779,1,0.002
Loan ID,L013780,1,0.002
Loan ID,L013781,1,0.002
Loan ID,L013782,1,0.002
Loan ID,L013783,1,0.002
Loan ID,L013784,1,0.002
Loan ID,L013785,1,0.002
Loan ID,L013786,1,0.002
Loan ID,L013787,1,0.002
Loan ID,L013788,1,0.002
Loan ID,L013789,1,0.002
Loan ID,L013790,1,0.002
Loan ID,L013791,1,0.002
Loan ID,L013792,1,0.002
Loan ID,L013793,1,0.002
Loan ID,L013794,1,0.002
Loan ID,L013795,1,0.002
Loan ID,L013796,1,0.002
Loan ID,L013797,1,0.002
Loan ID,L013798,1,0.002
Loan ID,L013799,1,0.002
Loan ID,L013800,1,0.002
Loan ID,L013801,1,0.002
Loan ID,L013802,1,0.002
Loan ID,L013803,1,0.002
Loan ID,L013804,1,0.002
Loan ID,L013805,1,0.002
Loan ID,L013806,1,0.002
Loan ID,L013807,1,0.002
Loan ID,L013808,1,0.002
Loan ID,L013809,1,0.002
Loan ID,L013810,1,0.002
Loan ID,L013811,1,0.002
Loan ID,L013812,1,0.002
Loan ID,L013813,1,0.002
Loan ID,L013814,1,0.002
Loan ID,L013815,1,0.002
Loan ID,L013816,1,0.002
Loan ID,L013817,1,0.002
Loan ID,L013818,1,0.002
Loan ID,L013819,1,0.002
Loan ID,L013820,1,0.002
Loan ID,L013821,1,0.002
Loan ID,L013822,1,0.002
Loan ID,L013823,1,0.002
Loan ID,L013824,1,0.002
Loan ID,L013825,1,0.002
Loan ID,L013826,1,0.002
Loan ID,L013827,1,0.002
Loan ID,L013828,1,0.002
Loan ID,L013829,1,0.002
Loan ID,L013830,1,0.002
Loan ID,L013831,1,0.002
Loan ID,L013832,1,0.002
Loan ID,L013833,1,0.002
Loan ID,L013834,1,0.002
Loan ID,L013835,1,0.002
Loan ID,L013836,1,0.002
Loan ID,L013837,1,0.002
Loan ID,L013838,1,0.002
Loan ID,L013839,1,0.002
Loan ID,L013840,1,0.002
Loan ID,L013841,1,0.002
Loan ID,L013842,1,0.002
Loan ID,L013843,1,0.002
Loan ID,L013844,1,0.002
Loan ID,L013845,1,0.002
Loan ID,L013846,1,0.002
Loan ID,L013847,1,0.002
Loan ID,L013848,1,0.002
Loan ID,L013849,1,0.002
Loan ID,L013850,1,0.002
Loan ID,L013851,1,0.002
Loan ID,L013852,1,0.002
Loan ID,L013853,1,0.002
Loan ID,L013854,1,0.002
Loan ID,L013855,1,0.002
Loan ID,L013856,1,0.002
Loan ID,L013857,1,0.002
Loan ID,L013858,1,0.002
Loan ID,L013859,1,0.002
Loan ID,L013860,1,0.002
Loan ID,L013861,1,0.002
Loan ID,L013862,1,0.002
Loan ID,L013863,1,0.002
Loan ID,L013864,1,0.002
Loan ID,L013865,1,0.002
Loan ID,L013866,1,0.002
Loan ID,L013867,1,0.002
Loan ID,L013868,1,0.002
Loan ID,L013869,1,0.002
Loan ID,L013870,1,0.002
Loan ID,L013871,1,0.002
Loan ID,L013872,1,0.002
Loan ID,L013873,1,0.002
Loan ID,L013874,1,0.002
Loan ID,L013875,1,0.002
Loan ID,L013876,1,0.002
Loan ID,L013877,1,0.002
Loan ID,L013878,1,0.002
Loan ID,L013879,1,0.002
Loan ID,L013880,1,0.002
Loan ID,L013881,1,0.002
Loan ID,L013882,1,0.002
Loan ID,L013883,1,0.002
Loan ID,L013884,1,0.002
Loan ID,L013885,1,0.002
Loan ID,L013886,1,0.002
Loan ID,L013887,1,0.002
Loan ID,L013888,1,0.002
Loan ID,L013889,1,0.002
Loan ID,L013890,1,0.002
Loan ID,L013891,1,0.002
Loan ID,L013892,1,0.002
Loan ID,L013893,1,0.002
Loan ID,L013894,1,0.002
Loan ID,L013895,1,0.002
Loan ID,L013896,1,0.002
Loan ID,L013897,1,0.002
Loan ID,L013898,1,0.002
Loan ID,L013899,1,0.002
Loan ID,L013900,1,0.002
Loan ID,L013901,1,0.002
Loan ID,L013902,1,0.002
Loan ID,L013903,1,0.002
Loan ID,L013904,1,0.002
Loan ID,L013905,1,0.002
Loan ID,L013906,1,0.002
Loan ID,L013907,1,0.002
Loan ID,L013908,1,0.002
Loan ID,L013909,1,0.002
Loan ID,L013910,1,0.002
Loan ID,L013911,1,0.002
Loan ID,L013912,1,0.002
Loan ID,L013913,1,0.002
Loan ID,L013914,1,0.002
Loan ID,L013915,1,0.002
Loan ID,L013916,1,0.002
Loan ID,L013917,1,0.002
Loan ID,L013918,1,0.002
Loan ID,L013919,1,0.002
Loan ID,L013920,1,0.002
Loan ID,L013921,1,0.002
Loan ID,L013922,1,0.002
Loan ID,L013923,1,0.002
Loan ID,L013924,1,0.002
Loan ID,L013925,1,0.002
Loan ID,L013926,1,0.002
Loan ID,L013927,1,0.002
Loan ID,L013928,1,0.002
Loan ID,L013929,1,0.002
Loan ID,L013930,1,0.002
Loan ID,L013931,1,0.002
Loan ID,L013932,1,0.002
Loan ID,L013933,1,0.002
Loan ID,L013934,1,0.002
Loan ID,L013935,1,0.002
Loan ID,L013936,1,0.002
Loan ID,L013937,1,0.002
Loan ID,L013938,1,0.002
Loan ID,L013939,1,0.002
Loan ID,L013940,1,0.002
Loan ID,L013941,1,0.002
Loan ID,L013942,1,0.002
Loan ID,L013943,1,0.002
Loan ID,L013944,1,0.002
Loan ID,L013945,1,0.002
Loan ID,L013946,1,0.002
Loan ID,L013947,1,0.002
Loan ID,L013948,1,0.002
Loan ID,L013949,1,0.002
Loan ID,L013950,1,0.002
Loan ID,L013951,1,0.002
Loan ID,L013952,1,0.002
Loan ID,L013953,1,0.002
Loan ID,L013954,1,0.002
Loan ID,L013955,1,0.002
Loan ID,L013956,1,0.002
Loan ID,L013957,1,0.002
Loan ID,L013958,1,0.002
Loan ID,L013959,1,0.002
Loan ID,L013960,1,0.002
Loan ID,L013961,1,0.002
Loan ID,L013962,1,0.002
Loan ID,L013963,1,0.002
Loan ID,L013964,1,0.002
Loan ID,L013965,1,0.002
Loan ID,L013966,1,0.002
Loan ID,L013967,1,0.002
Loan ID,L013968,1,0.002
Loan ID,L013969,1,0.002
Loan ID,L013970,1,0.002
Loan ID,L013971,1,0.002
Loan ID,L013972,1,0.002
Loan ID,L013973,1,0.002
Loan ID,L013974,1,0.002
Loan ID,L013975,1,0.002
Loan ID,L013976,1,0.002
Loan ID,L013977,1,0.002
Loan ID,L013978,1,0.002
Loan ID,L013979,1,0.002
Loan ID,L013980,1,0.002
Loan ID,L013981,1,0.002
Loan ID,L013982,1,0.002
Loan ID,L013983,1,0.002
Loan ID,L013984,1,0.002
Loan ID,L013985,1,0.002
Loan ID,L013986,1,0.002
Loan ID,L013987,1,0.002
Loan ID,L013988,1,0.002
Loan ID,L013989,1,0.002
Loan ID,L013990,1,0.002
Loan ID,L013991,1,0.002
Loan ID,L013992,1,0.002
Loan ID,L013993,1,0.002
Loan ID,L013994,1,0.002
Loan ID,L013995,1,0.002
Loan ID,L013996,1,0.002
Loan ID,L013997,1,0.002
Loan ID,L013998,1,0.002
Loan ID,L013999,1,0.002
Loan ID,L014000,1,0.002
Loan ID,L014001,1,0.002
Loan ID,L014002,1,0.002
Loan ID,L014003,1,0.002
Loan ID,L014004,1,0.002
Loan ID,L014005,1,0.002
Loan ID,L014006,1,0.002
Loan ID,L014007,1,0.002
Loan ID,L014008,1,0.002
Loan ID,L014009,1,0.002
Loan ID,L014010,1,0.002
Loan ID,L014011,1,0.002
Loan ID,L014012,1,0.002
Loan ID,L014013,1,0.002
Loan ID,L014014,1,0.002
Loan ID,L014015,1,0.002
Loan ID,L014016,1,0.002
Loan ID,L014017,1,0.002
Loan ID,L014018,1,0.002
Loan ID,L014019,1,0.002
Loan ID,L014020,1,0.002
Loan ID,L014021,1,0.002
Loan ID,L014022,1,0.002
Loan ID,L014023,1,0.002
Loan ID,L014024,1,0.002
Loan ID,L014025,1,0.002
Loan ID,L014026,1,0.002
Loan ID,L014027,1,0.002
Loan ID,L014028,1,0.002
Loan ID,L014029,1,0.002
Loan ID,L014030,1,0.002
Loan ID,L014031,1,0.002
Loan ID,L014032,1,0.002
Loan ID,L014033,1,0.002
Loan ID,L014034,1,0.002
Loan ID,L014035,1,0.002
Loan ID,L014036,1,0.002
Loan ID,L014037,1,0.002
Loan ID,L014038,1,0.002
Loan ID,L014039,1,0.002
Loan ID,L014040,1,0.002
Loan ID,L014041,1,0.002
Loan ID,L014042,1,0.002
Loan ID,L014043,1,0.002
Loan ID,L014044,1,0.002
Loan ID,L014045,1,0.002
Loan ID,L014046,1,0.002
Loan ID,L014047,1,0.002
Loan ID,L014048,1,0.002
Loan ID,L014049,1,0.002
Loan ID,L014050,1,0.002
Loan ID,L014051,1,0.002
Loan ID,L014052,1,0.002
Loan ID,L014053,1,0.002
Loan ID,L014054,1,0.002
Loan ID,L014055,1,0.002
Loan ID,L014056,1,0.002
Loan ID,L014057,1,0.002
Loan ID,L014058,1,0.002
Loan ID,L014059,1,0.002
Loan ID,L014060,1,0.002
Loan ID,L014061,1,0.002
Loan ID,L014062,1,0.002
Loan ID,L014063,1,0.002
Loan ID,L014064,1,0.002
Loan ID,L014065,1,0.002
Loan ID,L014066,1,0.002
Loan ID,L014067,1,0.002
Loan ID,L014068,1,0.002
Loan ID,L014069,1,0.002
Loan ID,L014070,1,0.002
Loan ID,L014071,1,0.002
Loan ID,L014072,1,0.002
Loan ID,L014073,1,0.002
Loan ID,L014074,1,0.002
Loan ID,L014075,1,0.002
Loan ID,L014076,1,0.002
Loan ID,L014077,1,0.002
Loan ID,L014078,1,0.002
Loan ID,L014079,1,0.002
Loan ID,L014080,1,0.002
Loan ID,L014081,1,0.002
Loan ID,L014082,1,0.002
Loan ID,L014083,1,0.002
Loan ID,L014084,1,0.002
Loan ID,L014085,1,0.002
Loan ID,L014086,1,0.002
Loan ID,L014087,1,0.002
Loan ID,L014088,1,0.002
Loan ID,L014089,1,0.002
Loan ID,L014090,1,0.002
Loan ID,L014091,1,0.002
Loan ID,L014092,1,0.002
Loan ID,L014093,1,0.002
Loan ID,L014094,1,0.002
Loan ID,L014095,1,0.002
Loan ID,L014096,1,0.002
Loan ID,L014097,1,0.002
Loan ID,L014098,1,0.002
Loan ID,L014099,1,0.002
Loan ID,L014100,1,0.002
Loan ID,L014101,1,0.002
Loan ID,L014102,1,0.002
Loan ID,L014103,1,0.002
Loan ID,L014104,1,0.002
Loan ID,L014105,1,0.002
Loan ID,L014106,1,0.002
Loan ID,L014107,1,0.002
Loan ID,L014108,1,0.002
Loan ID,L014109,1,0.002
Loan ID,L014110,1,0.002
Loan ID,L014111,1,0.002
Loan ID,L014112,1,0.002
Loan ID,L014113,1,0.002
Loan ID,L014114,1,0.002
Loan ID,L014115,1,0.002
Loan ID,L014116,1,0.002
Loan ID,L014117,1,0.002
Loan ID,L014118,1,0.002
Loan ID,L014119,1,0.002
Loan ID,L014120,1,0.002
Loan ID,L014121,1,0.002
Loan ID,L014122,1,0.002
Loan ID,L014123,1,0.002
Loan ID,L014124,1,0.002
Loan ID,L014125,1,0.002
Loan ID,L014126,1,0.002
Loan ID,L014127,1,0.002
Loan ID,L014128,1,0.002
Loan ID,L014129,1,0.002
Loan ID,L014130,1,0.002
Loan ID,L014131,1,0.002
Loan ID,L014132,1,0.002
Loan ID,L014133,1,0.002
Loan ID,L014134,1,0.002
Loan ID,L014135,1,0.002
Loan ID,L014136,1,0.002
Loan ID,L014137,1,0.002
Loan ID,L014138,1,0.002
Loan ID,L014139,1,0.002
Loan ID,L014140,1,0.002
Loan ID,L014141,1,0.002
Loan ID,L014142,1,0.002
Loan ID,L014143,1,0.002
Loan ID,L014144,1,0.002
Loan ID,L014145,1,0.002
Loan ID,L014146,1,0.002
Loan ID,L014147,1,0.002
Loan ID,L014148,1,0.002
Loan ID,L014149,1,0.002
Loan ID,L014150,1,0.002
Loan ID,L014151,1,0.002
Loan ID,L014152,1,0.002
Loan ID,L014153,1,0.002
Loan ID,L014154,1,0.002
Loan ID,L014155,1,0.002
Loan ID,L014156,1,0.002
Loan ID,L014157,1,0.002
Loan ID,L014158,1,0.002
Loan ID,L014159,1,0.002
Loan ID,L014160,1,0.002
Loan ID,L014161,1,0.002
Loan ID,L014162,1,0.002
Loan ID,L014163,1,0.002
Loan ID,L014164,1,0.002
Loan ID,L014165,1,0.002
Loan ID,L014166,1,0.002
Loan ID,L014167,1,0.002
Loan ID,L014168,1,0.002
Loan ID,L014169,1,0.002
Loan ID,L014170,1,0.002
Loan ID,L014171,1,0.002
Loan ID,L014172,1,0.002
Loan ID,L014173,1,0.002
Loan ID,L014174,1,0.002
Loan ID,L014175,1,0.002
Loan ID,L014176,1,0.002
Loan ID,L014177,1,0.002
Loan ID,L014178,1,0.002
Loan ID,L014179,1,0.002
Loan ID,L014180,1,0.002
Loan ID,L014181,1,0.002
Loan ID,L014182,1,0.002
Loan ID,L014183,1,0.002
Loan ID,L014184,1,0.002
Loan ID,L014185,1,0.002
Loan ID,L014186,1,0.002
Loan ID,L014187,1,0.002
Loan ID,L014188,1,0.002
Loan ID,L014189,1,0.002
Loan ID,L014190,1,0.002
Loan ID,L014191,1,0.002
Loan ID,L014192,1,0.002
Loan ID,L014193,1,0.002
Loan ID,L014194,1,0.002
Loan ID,L014195,1,0.002
Loan ID,L014196,1,0.002
Loan ID,L014197,1,0.002
Loan ID,L014198,1,0.002
Loan ID,L014199,1,0.002
Loan ID,L014200,1,0.002
Loan ID,L014201,1,0.002
Loan ID,L014202,1,0.002
Loan ID,L014203,1,0.002
Loan ID,L014204,1,0.002
Loan ID,L014205,1,0.002
Loan ID,L014206,1,0.002
Loan ID,L014207,1,0.002
Loan ID,L014208,1,0.002
Loan ID,L014209,1,0.002
Loan ID,L014210,1,0.002
Loan ID,L014211,1,0.002
Loan ID,L014212,1,0.002
Loan ID,L014213,1,0.002
Loan ID,L014214,1,0.002
Loan ID,L014215,1,0.002
Loan ID,L014216,1,0.002
Loan ID,L014217,1,0.002
Loan ID,L014218,1,0.002
Loan ID,L014219,1,0.002
Loan ID,L014220,1,0.002
Loan ID,L014221,1,0.002
Loan ID,L014222,1,0.002
Loan ID,L014223,1,0.002
Loan ID,L014224,1,0.002
Loan ID,L014225,1,0.002
Loan ID,L014226,1,0.002
Loan ID,L014227,1,0.002
Loan ID,L014228,1,0.002
Loan ID,L014229,1,0.002
Loan ID,L014230,1,0.002
Loan ID,L014231,1,0.002
Loan ID,L014232,1,0.002
Loan ID,L014233,1,0.002
Loan ID,L014234,1,0.002
Loan ID,L014235,1,0.002
Loan ID,L014236,1,0.002
Loan ID,L014237,1,0.002
Loan ID,L014238,1,0.002
Loan ID,L014239,1,0.002
Loan ID,L014240,1,0.002
Loan ID,L014241,1,0.002
Loan ID,L014242,1,0.002
Loan ID,L014243,1,0.002
Loan ID,L014244,1,0.002
Loan ID,L014245,1,0.002
Loan ID,L014246,1,0.002
Loan ID,L014247,1,0.002
Loan ID,L014248,1,0.002
Loan ID,L014249,1,0.002
Loan ID,L014250,1,0.002
Loan ID,L014251,1,0.002
Loan ID,L014252,1,0.002
Loan ID,L014253,1,0.002
Loan ID,L014254,1,0.002
Loan ID,L014255,1,0.002
Loan ID,L014256,1,0.002
Loan ID,L014257,1,0.002
Loan ID,L014258,1,0.002
Loan ID,L014259,1,0.002
Loan ID,L014260,1,0.002
Loan ID,L014261,1,0.002
Loan ID,L014262,1,0.002
Loan ID,L014263,1,0.002
Loan ID,L014264,1,0.002
Loan ID,L014265,1,0.002
Loan ID,L014266,1,0.002
Loan ID,L014267,1,0.002
Loan ID,L014268,1,0.002
Loan ID,L014269,1,0.002
Loan ID,L014270,1,0.002
Loan ID,L014271,1,0.002
Loan ID,L014272,1,0.002
Loan ID,L014273,1,0.002
Loan ID,L014274,1,0.002
Loan ID,L014275,1,0.002
Loan ID,L014276,1,0.002
Loan ID,L014277,1,0.002
Loan ID,L014278,1,0.002
Loan ID,L014279,1,0.002
Loan ID,L014280,1,0.002
Loan ID,L014281,1,0.002
Loan ID,L014282,1,0.002
Loan ID,L014283,1,0.002
Loan ID,L014284,1,0.002
Loan ID,L014285,1,0.002
Loan ID,L014286,1,0.002
Loan ID,L014287,1,0.002
Loan ID,L014288,1,0.002
Loan ID,L014289,1,0.002
Loan ID,L014290,1,0.002
Loan ID,L014291,1,0.002
Loan ID,L014292,1,0.002
Loan ID,L014293,1,0.002
Loan ID,L014294,1,0.002
Loan ID,L014295,1,0.002
Loan ID,L014296,1,0.002
Loan ID,L014297,1,0.002
Loan ID,L014298,1,0.002
Loan ID,L014299,1,0.002
Loan ID,L014300,1,0.002
Loan ID,L014301,1,0.002
Loan ID,L014302,1,0.002
Loan ID,L014303,1,0.002
